ID;Q002;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q019;Q020;Q021;Q022;Q023;Q024;Q025;peso
522;2;5;3;1;1;5;10;7;1;2;5;5;10;1;4;1;2;2;2;3;;0,45
523;2;6;3;6;1;5;10;4;1;1;2;3;5;4;3;1;2;2;2;4;2;0,71
524;1;6;3;1;1;6;17;4;1;1;1;3;5;1;3;2;7;2;2;5;2;0,71
525;2;6;4;2;2;5;8;3;1;1;3;3;3;1;2;1;2;1;3;4;1;0,39
526;1;5;1;3;1;5;1;3;1;1;1;5;3;3;2;1;1;;1;4;1;2,14
527;2;2;1;3;2;5;10;2;1;1;2;4;3;3;3;1;2;1;3;2;1;0,38
528;2;5;5;4;2;5;10;1;1;1;2;3;7;3;2;1;2;1;3;4;2;0,52
529;1;4;5;3;1;6;2;6;1;1;3;4;6;3;2;1;1;;2;3;2;1,08
530;2;2;1;3;1;6;10;5;1;2;2;4;5;2;2;1;2;2;2;2;2;0,4
531;2;6;3;6;1;3;8;5;1;1;1;1;3;3;3;1;2;1;2;4;1;0,71
532;1;3;3;3;1;5;10;6;1;1;2;2;6;5;2;1;2;2;2;2;2;0,66
533;1;5;3;6;1;5;17;2;1;2;4;5;7;3;2;2;7;1;2;4;2;1,19
534;1;3;3;4;2;5;9;6;1;3;1;1;3;5;2;1;2;1;3;2;1;0,22
535;2;6;3;2;1;7;17;2;1;1;5;5;3;1;4;2;7;2;1;4;1;1,57
536;2;4;1;6;1;5;10;2;1;1;4;4;3;3;3;1;2;2;2;3;1;0,5
537;2;6;1;4;2;6;1;3;1;2;4;4;8;5;3;1;1;;3;4;3;0,21
538;2;6;1;6;1;6;17;4;1;1;3;3;6;3;2;2;7;1;2;5;2;0,63
539;1;6;4;1;1;10;17;4;1;3;5;4;3;5;2;2;7;1;2;4;1;0,72
540;1;6;4;4;1;6;17;4;1;1;2;3;4;3;3;2;7;1;2;4;1;0,72
541;2;6;1;6;2;3;5;5;1;1;3;3;10;4;4;1;1;;3;4;;0,21
542;1;6;2;3;1;10;17;4;1;1;4;4;6;5;2;2;7;2;2;4;2;0,82
543;1;6;3;2;1;6;20;1;1;3;5;5;7;1;2;2;4;;2;4;2;0,95
544;2;5;4;6;1;5;16;6;1;1;1;1;3;3;2;2;6;;1;4;1;0,54
545;1;5;3;6;1;5;1;4;1;1;1;3;5;4;2;1;1;;2;4;2;0,54
546;2;6;1;1;1;5;16;4;1;2;3;3;10;1;3;2;6;;2;5;;0,63
547;2;5;1;6;1;5;7;4;1;3;5;5;2;4;2;1;2;1;1;4;1;0,61
548;1;5;5;3;1;5;10;3;1;1;2;4;3;3;3;1;2;1;2;4;1;0,91
549;1;5;1;4;1;5;10;6;1;3;2;4;4;3;2;1;2;2;2;3;1;0,91
550;1;6;1;3;1;6;17;7;1;3;2;4;6;3;4;2;7;2;1;4;2;2,84
551;1;4;1;3;1;5;10;6;1;1;2;4;6;3;3;1;2;2;2;3;2;0,63
552;2;2;1;6;2;6;9;6;1;2;4;3;8;4;3;1;2;2;3;2;3;0,66
553;2;6;4;4;1;5;17;4;1;2;3;4;4;3;3;2;7;2;2;4;1;0,53
554;1;4;3;2;1;5;11;2;1;1;3;3;7;1;3;1;2;1;2;3;2;1,76
555;1;3;4;3;1;6;12;5;1;3;2;5;6;3;2;1;3;2;2;2;2;0,55
556;1;6;1;6;1;5;17;2;1;2;4;4;6;3;3;2;7;2;2;5;2;2,84
557;1;6;5;4;1;7;17;6;1;3;2;3;6;5;3;2;7;1;2;4;2;1,4
558;1;6;4;1;1;6;17;3;1;1;2;4;5;5;2;2;7;1;1;4;2;0,72
559;2;6;1;4;2;6;17;6;1;3;4;4;7;5;3;2;7;1;3;4;2;0,46
560;2;6;1;6;2;5;17;2;1;2;4;4;3;4;3;2;7;2;3;4;1;0,46
561;1;6;4;3;2;6;17;4;1;1;3;3;3;5;3;2;7;2;3;4;1;0,24
562;2;5;2;5;2;6;4;4;3;3;2;2;7;3;1;1;1;;3;4;2;0,22
563;2;6;3;6;2;6;17;5;1;1;4;4;9;4;2;2;7;1;3;4;4;0,24
564;1;6;4;3;1;6;17;4;1;2;3;2;7;2;2;2;7;1;1;5;2;0,68
565;1;3;1;2;2;6;11;5;1;2;1;1;6;1;2;1;2;2;3;2;2;0,51
566;2;4;4;4;2;5;11;4;1;1;2;2;7;5;4;1;2;2;3;3;2;0,77
567;2;5;2;2;2;5;5;4;3;1;1;1;6;3;5;1;1;;3;4;2;0,14
568;2;6;2;3;1;6;17;4;1;1;4;4;10;2;3;2;7;2;1;4;;1,2
569;1;5;1;2;1;6;17;6;1;2;1;1;6;1;3;2;7;2;1;4;2;0,91
570;2;3;1;4;1;2;12;5;1;1;2;2;3;2;2;1;3;2;1;3;1;0,58
571;2;6;2;3;1;5;17;4;1;1;2;3;6;2;3;2;7;2;1;4;2;0,48
572;1;6;3;2;1;6;17;4;1;1;5;5;3;1;2;2;7;2;1;4;1;0,67
573;1;4;1;6;1;5;10;2;1;2;4;4;7;4;2;1;2;2;1;3;2;0,63
574;1;5;4;3;1;5;2;1;1;1;2;4;6;3;4;1;1;;1;4;2;1,08
575;2;6;2;4;1;6;17;2;1;1;4;4;3;3;3;2;7;2;2;5;1;1,68
576;2;2;4;1;1;10;16;7;5;3;5;5;10;5;4;2;6;;1;2;;1,83
577;2;4;3;6;2;5;10;1;1;1;2;4;7;4;5;1;2;2;3;3;2;0,54
578;2;4;2;5;1;6;12;5;1;2;1;2;6;3;3;1;3;2;2;3;2;0,67
579;2;3;4;6;1;5;18;5;1;1;1;4;7;4;4;2;4;2;2;2;2;0,48
580;1;4;3;3;1;4;9;2;1;2;3;4;7;2;3;1;2;2;2;3;2;1,76
581;1;4;2;4;2;2;5;6;1;2;4;4;8;3;3;1;1;;3;3;3;0,15
582;1;6;2;3;1;6;17;6;1;2;1;2;6;5;2;2;7;1;1;4;2;0,77
583;2;6;1;6;1;6;17;5;1;1;1;1;7;4;5;2;7;1;1;4;2;0,63
584;1;6;4;2;2;6;17;2;1;2;3;3;6;5;2;2;7;1;3;5;2;0,32
585;1;4;1;3;1;5;10;6;1;3;4;4;6;3;3;1;2;2;2;3;2;2,54
586;2;4;3;4;1;5;10;2;1;1;5;4;5;3;3;1;2;2;2;3;2;1,62
587;2;6;1;6;2;6;17;6;1;2;4;4;7;4;2;2;7;1;3;4;2;0,2
588;1;6;1;6;2;6;17;5;1;1;1;1;8;4;2;2;7;2;3;4;3;0,16
589;2;6;1;5;2;6;17;4;1;1;4;3;6;4;2;2;7;1;3;4;2;0,21
590;1;4;1;6;1;1;9;5;1;1;1;2;7;4;4;1;2;2;2;3;2;0,44
591;1;4;3;6;2;5;12;5;1;1;1;1;10;4;2;1;3;2;3;3;;0,42
592;2;5;1;4;1;6;10;2;1;3;4;5;5;3;2;1;2;2;2;4;2;1,36
593;1;5;3;4;2;6;5;3;1;1;2;2;6;3;2;1;1;;3;4;2;0,17
594;1;4;2;2;1;5;5;5;1;1;1;2;6;1;3;1;1;;2;3;2;0,66
595;1;5;1;6;1;6;9;4;1;3;3;3;6;4;2;1;2;2;2;4;2;0,97
596;1;6;2;2;1;6;17;4;1;1;3;3;7;3;3;2;7;2;2;4;2;0,82
597;1;3;1;6;2;2;9;7;1;3;5;5;10;4;2;1;2;2;3;3;;1,23
598;1;4;2;4;1;6;10;4;1;1;3;2;3;3;3;1;2;2;2;3;1;0,66
599;1;6;4;3;1;5;17;4;1;1;3;4;3;3;3;2;7;2;2;4;1;0,72
600;2;3;3;6;2;5;5;6;1;1;2;2;6;3;2;1;1;;3;2;2;0,31
601;1;2;2;4;2;6;7;5;1;2;1;4;6;5;2;1;2;1;3;2;2;0,19
602;2;6;2;4;2;8;17;4;1;1;5;4;7;3;2;2;7;1;3;4;2;0,97
603;1;2;4;4;1;1;5;7;1;3;4;5;10;3;4;1;1;;2;2;;2,74
604;1;6;1;2;1;6;17;2;1;2;3;3;6;1;2;2;7;1;2;4;2;1,44
605;1;6;4;4;2;6;17;6;1;1;2;3;5;3;3;2;7;1;3;4;2;0,92
606;1;5;3;4;2;3;10;6;1;2;4;4;6;3;3;1;2;2;3;3;2;0,4
607;1;6;2;5;2;6;5;4;1;2;1;3;8;4;2;1;1;;3;4;3;0,27
608;1;3;1;4;2;2;3;4;1;2;2;4;5;2;3;1;1;;3;3;2;0,25
609;2;6;1;4;1;9;17;2;1;2;4;4;3;5;3;2;7;2;1;5;1;1,21
610;1;3;4;4;1;4;9;2;1;1;3;4;5;3;1;1;2;2;2;3;2;1,12
611;1;6;2;5;2;6;17;4;1;1;1;1;8;4;2;2;7;1;3;4;3;0,27
612;1;2;2;2;1;4;18;1;1;1;3;4;7;1;3;2;4;2;1;2;2;1,27
613;1;3;1;6;2;2;10;4;1;1;1;4;5;4;3;1;2;2;3;2;2;0,3
614;1;5;5;4;1;10;6;5;1;1;1;2;8;2;2;1;2;2;2;3;3;0,61
615;2;2;4;1;1;5;16;5;1;3;5;5;6;5;2;2;6;;2;2;2;1,83
616;1;6;3;6;2;5;17;5;1;1;1;3;6;3;2;2;7;2;3;4;2;0,24
617;2;6;2;5;1;6;16;5;1;2;2;3;5;3;2;2;6;;1;5;2;0,76
618;1;3;1;3;2;5;10;3;1;2;3;4;5;2;2;1;2;1;3;3;2;0,25
619;2;4;2;3;1;7;5;7;1;1;2;2;6;3;3;1;1;;2;3;2;0,52
620;1;6;3;3;2;5;18;2;1;2;4;4;8;2;2;2;4;2;3;4;3;0,46
621;1;4;1;6;2;5;5;4;1;1;2;2;6;3;4;1;1;;3;3;2;0,49
622;2;2;5;1;1;10;21;7;1;3;5;5;10;5;5;;;;1;2;;2,14
623;2;6;1;3;1;3;17;3;1;1;3;2;3;3;3;2;7;1;2;4;1;0,63
624;2;4;3;4;1;5;16;2;1;3;4;4;3;5;3;2;6;;2;3;1;1,62
625;1;4;1;3;2;2;10;4;1;1;2;3;7;3;3;1;2;2;3;3;2;0,22
626;1;2;3;5;2;4;10;2;1;2;3;2;5;4;3;1;2;1;3;2;2;1,15
627;1;6;5;6;1;5;16;6;1;3;3;3;10;4;3;2;6;;2;5;;2,42
628;1;5;4;4;1;5;10;2;1;1;3;4;3;3;3;1;2;2;2;4;1;1,08
629;1;6;4;4;1;6;17;5;1;1;1;1;8;3;4;2;7;1;1;5;3;0,48
630;1;4;4;6;1;5;4;4;1;1;2;4;7;4;3;1;1;;2;3;2;0,67
631;2;4;2;2;2;5;18;1;1;1;3;4;3;3;3;2;4;2;3;3;1;0,21
632;1;4;4;1;1;5;12;4;1;1;4;3;6;1;3;1;3;2;2;3;2;0,71
633;1;3;5;2;2;6;10;2;1;1;2;3;6;5;2;1;2;1;3;2;2;0,28
634;2;6;5;3;1;6;16;4;1;1;2;3;7;3;3;2;6;;2;4;2;0,92
635;1;2;4;5;2;4;5;4;1;2;1;1;6;4;3;1;1;;3;2;2;0,15
636;2;6;3;4;1;6;16;3;1;1;2;2;3;3;2;2;6;;1;4;1;0,67
637;2;6;1;6;1;6;17;4;1;1;5;5;5;3;3;2;7;2;1;4;2;0,63
638;2;5;1;3;1;7;16;1;1;3;3;4;3;5;2;2;6;;2;4;1;0,82
639;1;5;5;4;1;6;12;6;1;3;4;4;5;3;2;1;3;2;1;4;2;0,91
640;1;2;2;3;2;5;5;7;1;3;4;5;7;5;4;1;1;;3;2;2;0,15
641;1;1;5;4;2;4;1;4;1;1;2;3;7;5;2;1;1;;3;1;2;0,12
642;2;4;1;5;2;9;5;2;1;2;2;3;7;4;2;1;1;;3;3;2;0,28
643;2;6;4;1;1;5;10;7;1;3;5;5;5;5;3;1;2;2;2;5;2;2,01
644;1;6;5;2;1;5;18;4;1;3;3;3;7;1;2;2;4;1;2;4;2;1,4
645;2;5;3;3;1;7;10;5;1;1;2;2;6;5;2;1;2;2;2;4;2;0,47
646;1;4;4;4;2;6;10;4;1;1;4;4;7;5;2;1;2;2;3;3;2;0,15
647;2;2;4;4;1;4;14;3;1;3;5;5;8;2;3;2;5;;2;2;3;1,83
648;1;6;4;6;1;7;17;4;1;1;3;4;7;3;4;2;7;2;2;5;2;0,72
649;2;5;2;2;1;6;12;5;1;1;1;2;6;1;3;1;3;2;1;4;2;0,66
650;2;6;5;4;2;7;17;6;1;1;5;5;3;5;3;2;7;1;3;4;1;0,31
651;2;3;3;3;1;5;10;6;1;1;2;5;6;5;2;1;2;2;2;2;2;0,88
652;2;4;5;6;1;5;10;4;1;1;4;4;3;4;2;1;2;2;2;3;1;0,43
653;2;4;4;3;1;5;4;2;1;1;1;5;6;3;3;1;1;;2;3;2;1,35
654;1;5;1;6;2;3;5;2;1;2;3;3;3;4;3;1;1;;3;4;1;0,25
655;2;5;1;6;1;7;17;5;1;1;5;5;6;4;4;2;7;1;1;4;2;1,36
656;2;4;3;6;1;5;10;4;1;3;4;4;5;4;3;1;2;2;2;3;2;0,69
657;2;5;2;3;2;5;4;1;4;2;3;4;5;5;3;1;1;;3;4;2;0,17
658;1;5;2;3;1;3;4;1;1;2;1;4;4;5;1;1;1;;2;4;1;0,72
659;1;6;1;2;1;3;17;2;1;1;2;2;5;1;4;2;7;2;1;4;2;1,65
660;1;5;4;3;1;5;12;7;1;3;5;4;3;3;3;1;3;2;2;4;1;0,77
661;2;5;4;6;1;3;16;6;1;1;5;4;7;4;2;2;6;;1;3;2;1,26
662;1;5;1;3;1;7;10;1;1;2;2;2;5;3;3;1;2;2;2;4;2;1,29
663;1;2;4;4;1;4;12;6;1;1;1;1;8;3;5;1;3;2;2;2;3;0,45
664;1;6;1;5;1;6;5;2;1;2;4;4;5;4;2;1;1;;2;5;2;0,47
665;2;4;2;3;1;6;16;7;1;1;5;5;7;3;4;2;6;;1;3;2;2,54
666;2;4;5;1;1;5;10;3;1;3;5;5;10;1;3;1;2;1;2;3;;1,66
667;1;4;4;4;1;5;10;5;1;1;1;4;7;3;3;1;2;2;2;3;2;0,47
668;1;3;4;5;1;2;9;6;1;1;4;4;3;4;2;1;2;2;2;3;1;0,55
669;1;4;3;6;1;5;10;7;1;1;3;2;8;3;2;1;2;2;2;3;3;3,03
670;2;3;2;6;2;6;10;5;1;1;2;4;5;4;2;1;2;2;3;2;2;0,17
671;1;2;4;1;1;4;18;7;5;1;5;4;10;1;5;2;4;2;2;2;;2,74
672;2;3;1;2;1;2;5;2;1;1;2;2;4;5;3;1;1;;2;2;1;1,18
673;1;5;1;1;1;6;17;1;1;2;3;3;6;1;3;2;7;2;2;4;2;2,14
674;2;4;4;5;1;6;5;6;1;1;4;4;5;4;2;1;1;;2;3;2;0,57
675;2;6;4;3;1;9;17;4;1;3;5;5;7;3;2;2;7;1;1;4;2;0,53
676;1;3;4;3;1;5;4;4;1;1;1;2;7;3;3;1;1;;2;3;2;1,28
677;2;5;4;3;1;5;17;6;1;3;2;5;6;2;4;2;7;2;2;4;2;2,17
678;1;5;2;5;1;5;10;1;1;2;3;3;7;3;3;1;2;2;2;4;2;1,01
679;2;6;1;1;2;3;17;4;1;3;2;3;3;1;4;2;7;2;3;4;1;0,21
680;1;3;2;2;1;5;10;6;1;1;2;3;7;1;2;1;2;2;2;3;2;0,6
681;2;2;2;2;2;6;10;5;1;1;2;3;8;3;2;1;2;2;3;2;3;0,25
682;1;4;4;4;2;2;5;3;1;2;5;5;1;3;2;1;1;;3;3;1;0,31
683;1;2;3;6;2;4;1;5;1;1;4;4;8;4;2;1;1;;3;2;3;0,2
684;2;2;4;2;1;4;20;7;1;1;2;5;5;5;3;2;4;;2;2;2;0,45
685;1;6;3;4;2;6;4;6;1;2;3;3;8;2;3;1;1;;3;4;3;0,91
686;2;4;4;2;1;2;20;1;1;1;1;1;5;1;5;2;4;;1;3;2;0,57
687;2;5;2;6;1;7;17;5;1;3;3;3;6;4;3;2;7;2;2;4;2;0,62
688;2;2;3;3;1;4;10;6;1;3;4;4;7;2;2;1;2;2;2;2;2;1,59
689;2;5;2;2;2;6;8;5;1;2;2;3;4;3;2;1;2;1;3;4;1;0,22
690;1;6;2;2;1;5;21;7;1;3;5;5;3;3;2;;;;1;4;1;3,11
691;1;1;4;3;1;4;13;5;1;1;2;2;6;3;4;1;1;;2;2;2;0,31
692;2;1;5;6;1;1;14;2;1;1;2;2;3;4;3;2;5;;2;1;1;0,37
693;2;6;1;1;1;5;17;4;1;1;3;3;5;5;2;2;7;2;2;4;2;0,63
694;1;1;1;2;1;4;14;4;1;3;5;4;3;1;2;2;5;;1;1;1;0,7
695;1;2;3;4;1;4;12;3;1;1;2;2;3;3;2;1;3;2;2;2;1;0,91
696;1;2;5;5;1;6;10;4;1;1;2;3;8;4;2;1;2;2;2;2;3;0,58
697;1;2;3;4;1;1;15;6;1;2;3;4;4;2;2;2;4;;2;2;1;1,2
698;2;4;2;5;2;6;6;7;1;2;4;4;5;4;2;1;2;2;3;3;2;0,22
699;2;2;4;3;1;4;14;5;1;1;2;2;7;3;2;2;5;;2;2;2;0,48
700;2;2;3;4;2;5;10;1;1;1;3;3;6;2;3;1;2;2;3;2;2;0,31
701;1;4;2;3;1;4;2;2;1;2;3;3;4;2;2;1;1;;1;3;1;1,1
702;1;2;1;6;2;5;10;4;1;1;4;4;7;4;3;1;2;2;3;2;2;0,2
703;2;5;3;5;2;5;9;4;1;3;4;3;3;4;2;1;2;1;3;4;1;0,16
704;2;3;2;6;2;5;10;6;1;1;5;5;8;4;3;1;2;2;3;2;3;0,16
705;2;3;4;5;1;5;18;6;1;1;2;2;5;4;4;2;4;2;2;2;2;0,48
706;2;6;4;6;1;6;16;2;1;1;5;5;5;4;2;2;6;;1;4;2;0,7
707;1;3;1;4;1;7;9;4;1;1;2;3;8;5;3;1;2;2;2;3;3;1,52
708;2;4;5;4;1;6;16;6;1;3;5;5;5;2;2;2;6;;1;3;2;1,66
709;1;4;5;4;1;5;10;6;1;1;1;3;3;5;3;1;2;1;2;3;1;0,63
710;2;1;3;4;1;3;4;6;1;3;5;5;6;5;3;1;1;;2;1;2;0,45
711;1;4;2;6;1;6;10;4;1;1;3;4;7;4;2;1;2;2;1;3;2;1,35
712;2;6;4;5;2;6;17;7;1;1;2;5;5;4;2;2;7;1;3;4;2;0,17
713;2;2;2;6;2;5;8;1;1;3;2;4;5;4;3;1;2;1;3;2;2;0,88
714;2;4;5;4;1;5;16;3;1;1;5;5;3;5;3;2;6;;2;3;1;0,34
715;2;5;2;4;2;5;10;4;1;2;5;2;3;3;2;1;2;1;3;4;1;0,22
716;1;6;2;6;1;8;17;2;1;1;2;2;4;4;2;2;7;2;1;5;1;1,8
717;1;4;1;3;1;6;10;1;1;1;1;2;6;3;4;1;2;2;1;3;2;1,47
718;2;4;5;4;1;5;16;6;1;3;5;5;3;5;3;2;6;;2;3;1;0,34
719;2;3;5;4;1;5;16;6;1;3;2;5;3;5;3;2;6;;2;3;1;0,67
720;1;3;5;6;2;4;18;7;1;1;2;5;5;4;3;2;4;2;3;2;2;1,06
721;2;6;2;3;1;7;20;2;1;1;2;4;3;3;3;2;4;;2;4;1;1,68
722;2;5;2;5;1;9;16;6;1;1;1;3;6;4;3;2;6;;1;4;2;1,46
723;2;6;1;6;1;3;17;4;1;1;2;2;7;3;2;2;7;2;1;5;2;0,63
724;1;3;3;5;2;6;12;4;1;3;5;5;10;5;3;1;3;2;3;3;;0,22
725;2;6;1;6;2;6;18;4;1;1;5;3;7;4;3;2;4;2;3;4;2;0,8
726;2;4;5;3;1;5;16;5;1;1;2;2;6;3;2;2;6;;2;3;2;0,96
727;2;3;4;3;1;5;16;6;1;1;2;2;2;2;2;2;6;;2;2;1;0,48
728;2;5;5;3;1;6;15;1;1;1;2;5;3;3;5;2;4;;1;4;1;1,35
729;2;5;1;2;2;5;16;3;1;1;3;3;3;3;4;2;6;;3;4;1;0,45
730;2;2;1;6;1;4;10;5;1;1;2;2;8;3;2;1;2;2;1;2;3;0,52
731;2;4;4;2;1;5;16;2;1;1;1;4;5;1;3;2;6;;2;3;2;1,35
732;1;6;4;4;1;5;17;5;1;1;1;1;6;3;3;2;7;1;2;4;2;0,68
733;2;3;4;6;1;4;10;5;1;1;2;2;5;4;3;1;2;2;2;3;2;0,51
734;1;4;2;4;1;2;10;5;1;2;2;4;7;3;2;1;2;2;2;3;2;0,66
735;2;6;2;5;2;6;17;4;1;2;2;2;6;3;2;2;7;1;3;4;2;0,25
736;1;6;4;4;1;5;17;2;1;1;1;5;6;5;4;2;7;2;2;5;2;1,6
737;2;5;4;1;1;6;16;6;1;1;2;5;7;3;3;2;6;;1;3;2;2,17
738;1;4;2;5;1;5;4;2;1;1;1;3;8;3;2;1;1;;2;3;3;1,55
739;2;2;1;4;2;1;10;4;1;1;4;4;7;3;2;1;2;2;3;2;2;0,17
740;2;1;3;6;2;5;4;3;1;3;5;5;5;3;3;1;1;;3;1;2;0,43
741;1;6;2;3;1;5;17;5;1;1;3;3;8;2;2;2;7;2;1;4;3;0,82
742;1;6;4;6;2;5;17;5;1;1;4;1;6;4;2;2;7;2;3;4;2;0,24
743;2;4;2;3;2;5;10;4;1;2;3;3;6;2;3;1;2;2;3;3;2;0,35
744;2;2;4;4;1;1;10;6;1;3;5;5;8;5;3;1;2;2;2;2;3;1,83
745;1;4;2;2;1;5;11;6;1;1;2;4;7;1;2;1;2;2;2;3;2;0,66
746;1;2;5;1;1;5;13;6;1;2;2;3;5;3;5;1;1;;2;5;2;0,54
747;2;2;1;6;2;1;1;4;1;2;3;3;6;4;2;1;1;;3;2;2;0,27
748;2;4;2;5;2;2;10;5;1;2;2;3;6;3;3;1;2;2;3;3;2;0,22
749;1;5;2;5;1;3;10;5;1;2;2;2;4;3;3;1;2;2;2;4;1;0,76
750;2;5;3;3;1;5;10;4;1;1;1;1;3;2;3;1;2;1;2;4;1;0,47
751;2;3;4;6;1;5;3;5;1;3;3;4;7;4;3;1;1;;1;3;2;1,95
752;1;2;3;4;2;4;18;4;1;1;2;3;5;2;3;2;4;2;3;2;2;0,3
753;2;6;3;6;1;7;17;2;1;1;3;3;8;4;2;2;7;1;2;5;3;0,95
754;2;6;1;2;1;6;17;2;1;2;4;4;7;1;3;2;7;2;1;4;2;1,39
755;2;1;4;2;1;4;6;6;1;1;1;3;4;1;2;1;2;1;2;1;1;0,27
756;1;4;3;4;1;5;12;4;1;2;3;4;6;3;2;1;3;2;1;3;2;0,79
757;1;3;3;6;1;2;10;6;1;2;4;4;7;4;3;1;2;2;1;2;2;1,54
758;2;5;3;6;2;6;7;5;1;1;2;2;8;3;3;1;2;1;3;4;3;0,16
759;2;3;1;4;1;5;10;1;1;1;1;1;3;5;4;1;2;2;2;3;1;1,35
760;1;5;2;2;1;5;10;2;1;2;2;3;3;1;2;1;2;2;2;3;1;0,76
761;2;4;3;4;1;6;12;6;1;1;5;3;6;2;4;1;3;1;2;3;2;0,69
762;1;5;4;2;1;5;10;5;1;1;1;4;5;3;3;1;2;1;2;3;2;0,77
763;1;3;1;6;2;5;9;4;1;1;2;4;4;4;2;1;2;2;3;2;1;0,2
764;2;3;5;6;2;5;5;6;1;1;2;2;8;3;2;1;1;;3;2;3;1,1
765;1;2;4;2;2;1;14;5;1;2;3;5;7;1;3;2;5;;3;2;2;0,24
766;2;3;1;3;2;5;10;4;1;1;2;3;10;3;2;1;2;2;3;3;;0,16
767;2;3;4;2;1;5;1;6;1;3;2;3;3;3;1;1;1;;2;3;1;0,48
768;1;6;4;4;1;5;2;4;1;1;1;1;8;3;5;1;1;;1;4;3;0,72
769;1;3;3;6;2;6;10;5;1;1;1;1;6;4;2;1;2;1;3;2;2;0,23
770;1;6;2;5;1;3;17;5;1;2;2;2;5;3;3;2;7;2;2;4;2;0,82
771;1;3;5;6;2;2;7;6;1;1;4;4;5;4;2;1;2;1;3;2;2;0,37
772;2;2;4;6;1;6;12;1;1;2;3;4;1;3;2;1;3;2;2;2;1;0,64
773;1;3;5;1;1;5;12;6;1;2;2;3;3;3;5;1;3;1;1;3;1;0,79
774;2;6;3;3;1;6;17;4;1;2;2;3;3;2;2;2;7;1;2;4;1;0,71
775;1;2;1;6;2;6;11;3;1;1;2;2;6;4;2;1;2;1;3;2;2;0,2
776;1;4;2;3;2;5;10;4;1;2;3;4;4;2;2;1;2;2;3;3;1;0,31
777;2;3;2;3;1;5;12;6;2;1;4;4;4;5;3;1;3;2;2;3;1;1,96
778;1;2;1;2;2;4;9;4;1;2;4;4;8;1;2;1;2;2;3;2;3;0,14
779;1;2;2;2;1;6;10;6;1;1;3;3;8;3;3;1;2;2;2;2;3;0,45
780;1;4;4;4;2;5;5;5;1;3;2;4;5;3;2;1;1;;3;3;2;0,16
781;2;4;1;6;2;2;10;6;1;1;2;5;5;4;2;1;2;2;3;3;2;0,67
782;2;3;2;5;2;9;7;6;1;1;2;5;6;4;2;1;2;1;3;3;2;0,65
