ID;Q002;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q019;Q020;Q021;Q022;Q023;Q024;Q025;peso
783;2;3;4;4;1;5;12;4;1;1;2;2;2;3;2;1;3;1;2;2;1;0,48
784;2;4;1;4;2;5;16;6;1;3;2;5;8;3;2;2;6;;3;3;3;0,17
785;2;3;1;1;1;6;18;6;1;3;3;4;8;1;3;2;4;2;2;2;3;0,58
786;2;4;3;2;1;2;12;7;1;1;2;3;7;1;5;1;3;2;2;3;2;2,8
787;2;6;2;5;1;5;10;2;1;2;4;4;5;3;2;1;2;2;2;4;2;1,68
788;2;1;1;6;1;4;11;5;1;2;1;3;8;3;2;1;2;2;2;1;3;0,23
789;2;6;4;6;1;6;17;4;1;1;1;2;6;4;2;2;7;1;2;4;2;0,53
790;2;5;5;6;2;6;16;6;1;1;3;3;8;4;3;2;6;;3;4;3;0,89
791;1;4;4;3;1;6;4;6;1;1;2;5;3;2;2;1;1;;1;3;1;0,67
792;1;1;3;1;2;4;14;5;1;1;2;3;8;1;2;2;5;;3;2;3;0,34
793;1;6;4;5;2;5;17;4;1;1;1;2;6;4;3;2;7;2;3;5;2;0,23
794;1;6;4;4;1;5;10;5;1;1;4;4;7;3;3;1;2;2;2;5;2;0,48
795;2;5;2;3;1;6;10;2;1;2;4;4;3;2;3;1;2;2;2;3;1;1,46
796;2;4;3;5;1;5;10;6;1;2;2;4;7;3;2;1;2;1;2;3;2;1,41
797;2;3;4;1;1;5;16;6;1;3;5;5;4;3;2;2;6;;1;2;1;1,95
798;2;2;5;3;1;4;20;5;1;1;4;4;5;3;3;2;4;;2;2;2;0,53
799;1;1;4;3;1;4;18;7;1;3;5;5;5;3;3;2;4;2;1;1;2;0,47
800;2;6;4;4;1;5;16;5;1;1;1;2;6;3;3;2;6;;2;4;2;0,53
801;1;2;1;4;1;4;10;1;1;1;3;4;7;2;3;1;2;2;2;2;2;1,43
802;1;2;4;4;1;4;12;6;1;1;2;2;6;3;3;1;3;2;1;2;2;0,68
803;1;3;3;5;1;5;2;7;1;3;5;5;7;3;5;1;1;;1;3;2;1,54
804;2;3;1;4;1;2;19;4;1;1;3;3;8;3;3;2;4;;2;2;3;0,38
805;1;3;4;5;1;9;6;2;1;1;1;2;2;4;2;1;2;1;2;3;1;0,45
806;1;3;4;4;1;9;6;2;1;1;1;2;3;3;2;1;2;1;2;3;1;0,45
807;1;3;4;5;1;9;6;2;1;1;2;2;3;4;1;1;2;1;1;3;1;0,45
808;2;4;4;4;1;5;12;6;1;1;5;5;3;3;3;1;3;1;1;3;1;0,57
809;2;2;2;5;1;7;12;6;1;1;3;3;9;4;4;1;3;2;2;2;4;1,13
810;1;3;4;5;1;9;6;2;1;1;1;2;2;4;3;1;2;1;1;3;1;0,45
811;2;2;5;3;2;4;5;6;1;3;5;5;3;3;2;1;1;;3;2;1;0,18
812;2;1;3;4;1;4;14;6;1;3;5;4;9;2;2;2;5;;2;1;4;1,28
813;1;2;5;3;2;5;5;6;1;1;2;4;10;3;4;1;1;;3;2;;0,19
814;1;2;4;3;2;4;15;5;1;1;2;3;6;2;2;2;4;;3;2;2;0,24
815;1;3;4;5;1;5;10;2;1;1;1;5;5;3;2;1;2;2;2;2;2;2,21
816;1;2;3;6;2;5;5;3;1;1;2;2;3;3;2;1;1;;3;2;1;0,29
817;2;6;4;1;1;7;17;7;1;1;2;4;4;3;3;2;7;2;2;5;1;2,01
818;1;1;2;2;1;4;14;6;1;1;2;2;6;1;2;2;5;;1;1;2;1,47
819;2;2;2;3;1;6;10;7;1;1;5;5;7;3;3;1;2;2;2;2;2;2,64
820;1;3;5;1;1;5;9;3;1;1;3;2;3;3;5;1;2;2;1;2;1;1,11
821;1;3;4;3;1;5;10;1;1;1;2;5;5;3;2;1;2;1;2;2;2;0,55
822;2;2;2;4;2;5;4;7;1;2;2;2;8;5;3;1;1;;3;2;3;1,52
823;2;4;2;5;1;6;11;1;1;1;4;4;6;3;4;1;2;2;2;3;2;0,88
824;1;5;4;4;1;4;18;3;1;1;5;5;7;3;4;2;4;2;2;4;2;1,57
825;1;5;4;1;1;5;10;1;1;1;4;4;5;1;3;1;2;1;2;4;2;1,8
826;1;4;4;6;1;5;5;7;1;2;3;3;6;3;3;1;1;;2;3;2;0,45
827;2;2;1;6;2;1;5;3;1;2;2;5;5;4;2;1;1;;3;2;2;0,66
828;2;2;1;1;2;4;10;1;1;1;1;3;7;1;2;1;2;2;3;2;2;0,38
829;1;1;2;5;1;4;14;6;1;1;4;4;7;3;2;2;5;;1;1;2;0,36
830;2;3;5;3;2;5;5;2;1;1;2;5;6;2;2;1;1;;3;2;2;1,1
831;2;5;4;4;1;5;10;3;1;1;2;2;3;3;4;1;2;2;2;4;1;0,54
832;2;1;1;3;1;4;14;5;1;1;5;4;8;3;2;2;5;;2;1;3;1,4
833;1;5;1;6;2;6;5;2;1;2;3;3;3;4;2;1;1;;3;3;1;0,32
834;2;3;4;4;1;5;18;1;1;1;1;5;2;3;3;2;4;2;2;3;1;0,48
835;1;5;3;2;1;3;10;4;1;3;5;5;6;1;2;1;2;2;2;3;2;2,06
836;2;1;4;1;2;3;5;6;3;3;5;5;4;1;2;1;1;;3;1;1;0,15
837;2;1;1;4;1;2;9;2;5;3;5;5;7;2;2;1;2;2;2;1;2;1,4
838;1;3;5;4;2;5;10;5;1;1;3;4;7;3;3;1;2;2;3;2;2;0,28
839;2;3;4;6;2;5;16;7;1;1;2;5;4;4;3;2;6;;3;3;1;0,16
840;2;3;4;5;1;5;16;6;1;1;5;5;6;3;4;2;6;;2;3;2;1,95
841;2;6;4;2;1;6;16;4;1;1;2;2;3;1;3;2;6;;2;4;1;1,02
842;2;4;1;4;1;6;10;5;1;2;5;5;7;2;2;1;2;1;2;3;2;0,52
843;1;2;1;2;1;4;14;5;1;3;2;2;8;1;2;2;5;;2;2;3;0,43
844;2;1;5;3;1;7;18;4;1;1;5;5;7;2;3;2;4;2;2;1;2;1,8
845;2;1;4;2;1;4;5;6;1;2;1;2;2;3;2;1;1;;2;1;1;0,27
846;2;6;3;4;1;6;16;5;1;2;2;3;3;5;3;2;6;;1;4;1;0,45
847;2;6;4;2;1;5;16;6;1;1;4;4;3;5;4;2;6;;1;4;1;2,01
848;2;4;5;4;2;5;8;1;1;1;5;2;5;5;2;1;2;2;3;3;2;0,32
849;1;5;4;4;1;6;3;2;1;1;2;3;3;3;2;1;1;;2;4;1;1,08
850;1;4;4;3;2;6;10;4;1;2;4;4;7;5;2;1;2;2;3;3;2;0,22
851;2;5;5;2;1;7;10;1;1;1;3;4;3;3;3;1;2;1;2;3;1;0,66
852;1;6;4;6;2;3;17;3;1;1;3;3;3;4;2;2;7;2;3;4;1;0,23
853;2;2;3;4;1;4;10;1;1;1;2;3;7;2;2;1;2;2;2;2;2;0,92
854;2;3;3;3;1;2;18;6;1;1;1;5;5;5;5;2;4;2;2;2;2;0,88
855;1;2;5;1;2;4;14;5;1;1;1;2;7;1;1;2;5;;3;2;2;0,19
856;1;1;2;3;1;3;6;3;1;2;3;3;4;2;2;1;2;2;1;1;1;0,26
857;2;1;5;5;2;1;14;6;1;1;2;2;6;4;2;2;5;;3;2;2;0,6
858;1;6;1;3;1;6;17;2;1;2;4;4;7;5;3;2;7;2;1;4;2;1,65
859;1;1;4;3;1;4;14;5;1;1;5;5;8;3;4;2;5;;2;1;3;0,5
860;1;3;2;3;1;3;5;3;2;2;2;3;3;2;3;1;1;;1;3;1;0,49
861;2;2;3;2;2;3;8;5;1;3;5;5;8;3;2;1;2;2;3;2;3;0,53
862;1;3;2;2;1;3;8;4;3;2;4;3;3;1;3;1;2;2;1;3;1;0,49
863;1;2;1;6;1;5;5;5;1;3;2;5;9;3;4;1;1;;2;2;4;0,5
864;2;6;4;6;2;5;8;6;1;1;1;2;3;4;3;1;2;1;3;4;1;0,67
865;2;2;3;6;2;5;10;4;1;3;1;1;1;4;3;1;2;2;3;2;1;0,27
866;2;1;2;1;1;4;14;5;1;1;1;2;8;1;2;2;5;;2;1;3;0,24
867;2;4;5;5;2;5;9;4;1;3;2;3;3;3;2;1;2;1;3;3;1;0,14
868;2;2;3;5;2;5;6;3;1;1;4;4;8;4;2;1;2;2;3;2;3;0,14
869;1;6;1;1;1;3;17;7;1;3;5;5;8;1;5;2;7;2;2;4;3;0,7
870;2;4;4;6;2;5;6;5;1;1;4;4;4;4;2;1;2;1;3;3;1;0,2
871;2;5;4;3;1;5;17;6;1;1;4;5;3;2;4;2;7;1;1;4;1;2,17
872;2;3;5;4;1;4;10;3;1;2;4;2;6;3;3;1;2;2;2;2;2;1,67
873;2;1;4;3;1;10;14;4;1;2;2;4;3;5;2;2;5;;1;1;1;1,33
874;1;5;2;3;2;5;9;1;1;1;4;4;5;2;3;1;2;1;3;3;2;0,56
875;1;1;1;3;1;4;14;6;1;1;3;3;4;3;3;2;5;;1;1;1;2,67
876;2;2;5;1;1;4;14;7;1;1;5;5;3;1;3;2;5;;2;2;1;2,14
877;2;5;5;1;1;5;16;6;1;1;1;2;6;3;5;2;6;;1;4;2;0,66
878;2;2;5;4;2;5;7;2;1;1;3;3;5;5;2;1;2;1;3;2;2;0,18
879;1;4;4;6;1;5;12;1;1;1;2;3;3;4;3;1;3;2;2;3;1;0,94
880;2;4;4;5;1;5;10;4;1;1;1;1;6;3;4;1;2;1;2;3;2;0,57
881;2;6;2;3;1;5;16;7;1;3;4;4;3;2;4;2;6;;2;4;1;2,9
882;1;4;2;1;1;5;18;6;1;1;1;3;8;1;5;2;4;2;1;3;3;0,54
883;2;4;4;2;1;5;16;3;1;1;1;5;6;1;4;2;6;;1;3;2;1,35
884;2;6;4;1;1;5;17;6;1;3;2;5;5;3;5;2;7;1;2;4;2;2,01
885;2;3;2;1;1;5;10;4;1;1;5;2;6;3;2;1;2;2;2;3;2;1,14
886;2;2;1;3;1;4;12;1;1;1;2;2;7;3;3;1;3;1;2;2;2;1
887;1;3;2;2;1;2;6;4;3;2;2;3;3;1;2;1;2;2;2;3;1;1,22
888;2;2;1;4;1;1;10;2;1;3;5;5;7;3;5;1;2;2;2;2;2;1,97
889;2;3;2;4;1;5;10;4;1;1;5;5;7;3;3;1;2;2;2;2;2;0,49
890;2;3;2;6;2;7;5;7;1;1;4;4;6;3;3;1;1;;3;3;2;0,65
891;2;2;1;1;2;4;10;7;1;2;2;3;6;1;2;1;2;2;3;2;2;0,66
892;1;2;1;4;1;5;10;6;1;2;2;3;4;3;3;1;2;2;2;2;1;2,47
893;2;2;2;1;2;5;18;6;1;1;5;4;6;1;2;2;4;1;3;2;2;0,31
894;1;4;2;5;2;5;10;4;1;1;1;4;8;4;3;1;2;1;3;3;3;0,23
895;2;5;3;6;1;6;16;1;1;1;2;2;7;3;4;2;6;;1;4;2;1,04
896;1;4;1;4;2;5;11;2;1;1;2;2;5;3;4;1;2;1;3;3;2;0,49
897;2;5;1;6;2;5;5;4;1;1;2;3;3;4;2;1;1;;3;3;1;0,78
898;1;3;5;2;1;5;11;6;1;1;3;2;5;1;5;1;2;2;2;3;2;0,79
899;1;2;2;6;1;9;14;4;1;1;1;2;8;4;2;2;5;;2;2;3;2,19
900;1;1;1;4;2;4;9;6;1;3;5;5;10;3;4;1;2;2;3;2;;0,52
901;1;3;1;4;2;4;5;7;1;2;2;3;3;3;2;1;1;;3;3;1;0,3
902;2;2;5;3;1;5;10;6;1;1;5;5;2;3;3;1;2;2;2;2;1;2,14
903;1;2;2;4;2;9;5;5;3;1;1;1;8;3;2;1;1;;3;2;3;0,3
904;2;1;3;4;1;4;14;7;1;1;2;4;8;2;3;2;5;;2;1;3;1,28
905;2;2;3;1;1;2;10;7;5;3;5;5;1;1;2;1;2;2;2;2;1;0,8
906;2;5;5;5;1;5;18;3;1;1;2;3;6;3;2;2;4;1;2;4;2;0,66
907;1;3;2;5;1;5;10;3;1;1;1;1;3;4;3;1;2;2;2;3;1;0,49
908;2;3;4;4;2;4;5;5;1;1;5;5;10;5;5;1;1;;3;2;;0,65
909;2;5;3;6;1;5;8;1;1;2;3;3;3;4;2;1;2;2;2;4;1;0,63
910;1;4;2;3;1;5;10;4;1;1;4;4;5;3;3;1;2;2;2;3;2;0,7
911;1;3;1;2;2;5;10;5;1;3;1;2;7;1;3;1;2;2;3;2;2;0,32
912;2;1;3;6;1;1;14;4;1;3;3;3;7;4;3;2;5;;2;1;2;1,28
913;1;2;1;3;1;4;21;6;1;3;4;4;7;2;3;;;;1;2;2;2,47
914;2;2;1;1;2;4;10;3;1;1;2;3;6;3;3;1;2;1;3;2;2;0,33
915;2;3;4;1;1;5;16;2;1;1;1;2;8;1;2;2;6;;2;2;3;1,95
916;2;6;2;3;1;3;5;6;4;3;3;5;6;5;3;1;1;;2;4;2;1,01
917;2;1;3;2;2;2;8;3;1;3;5;5;8;1;2;1;2;2;3;1;3;0,09
918;2;1;5;6;1;1;14;2;1;1;2;2;3;4;3;2;5;;2;1;1;0,37
919;1;4;2;5;1;5;10;3;1;1;1;2;4;4;3;1;2;2;2;3;1;0,66
920;2;4;4;3;1;9;16;6;1;3;5;5;3;3;3;2;6;;1;3;1;2,32
921;1;1;5;3;1;4;14;4;1;3;5;5;7;2;3;2;5;;2;1;2;0,53
922;1;6;2;5;1;3;17;4;1;1;1;1;6;4;5;2;7;2;1;4;2;0,51
923;2;3;4;1;1;5;10;6;1;1;5;4;7;1;4;1;2;1;2;3;2;1,95
924;2;1;3;1;1;4;14;6;1;2;2;2;8;1;3;2;5;;1;1;3;1,28
925;2;5;4;6;1;5;10;4;1;1;1;1;3;4;4;1;2;2;2;4;1;0,54
926;2;1;4;4;1;4;14;4;1;1;2;2;8;5;3;2;5;;2;2;3;0,22
927;2;6;1;1;1;6;16;6;1;1;1;4;6;1;3;2;6;;2;4;2;0,59
928;1;3;1;6;2;5;10;2;1;2;3;3;7;3;3;1;2;2;3;2;2;0,71
929;1;1;1;6;2;4;14;5;1;1;1;5;7;4;1;2;5;;3;1;2;0,23
930;2;3;4;3;1;5;18;1;1;1;2;2;6;3;3;2;4;2;2;2;2;0,48
931;2;2;4;4;1;4;16;6;1;1;1;2;6;2;2;2;6;;2;2;2;1,83
932;2;4;2;5;1;5;10;2;1;1;4;4;4;3;2;1;2;2;2;3;1;1,47
933;1;1;4;4;1;4;14;4;1;1;2;2;7;3;3;2;5;;2;1;2;0,5
934;1;4;1;6;2;6;10;6;1;2;4;4;8;4;2;1;2;2;3;3;3;0,49
935;2;1;4;2;1;4;10;1;1;1;1;4;3;3;2;1;2;2;2;1;1;0,27
936;2;6;3;3;1;10;17;5;1;1;2;3;7;2;3;2;7;1;2;4;2;0,71
937;1;1;3;3;1;4;14;4;1;1;3;4;8;2;2;2;5;;2;1;3;1,32
938;1;4;5;1;2;2;17;2;1;1;2;2;5;5;3;2;7;2;3;3;2;0,6
939;2;1;2;1;1;4;20;6;1;1;5;5;10;1;3;2;4;;2;2;;0,59
940;2;4;3;2;1;6;18;5;1;1;3;4;8;1;2;2;4;2;1;3;3;0,73
941;2;4;4;4;2;6;16;6;1;1;2;3;3;3;4;2;6;;3;3;1;0,19
942;2;6;1;5;1;6;18;1;1;2;1;5;7;3;3;2;4;2;1;1;2;1,39
943;2;1;1;1;1;4;14;5;1;2;4;3;8;1;2;2;5;;2;1;3;0,23
944;2;2;4;2;1;4;10;6;1;1;3;2;8;1;5;1;2;1;2;2;3;1,83
945;2;1;1;2;1;4;14;7;1;1;2;5;7;3;2;2;5;;1;1;2;1,4
946;1;1;4;4;1;4;14;4;1;1;2;2;5;3;3;2;5;;2;1;2;0,47
947;2;4;1;6;1;5;10;1;1;1;5;5;6;3;2;1;2;2;2;3;2;1,16
948;1;1;3;6;1;4;14;5;1;1;1;3;9;4;2;2;5;;2;1;4;0,83
949;2;2;3;6;2;9;10;5;1;1;5;5;7;3;3;1;2;2;3;2;2;0,53
950;1;6;3;4;1;3;17;1;1;1;1;2;6;3;3;2;7;2;1;4;2;1,58
951;1;6;1;2;2;6;10;1;1;2;4;4;3;3;2;1;2;2;3;4;1;0,55
952;2;6;2;3;1;6;16;4;1;3;1;1;7;2;2;2;6;;1;4;2;0,76
953;2;6;1;6;1;3;17;5;1;1;1;2;8;3;2;2;7;1;2;4;3;0,63
954;1;2;2;2;1;2;6;4;1;2;2;3;2;1;2;1;2;2;2;2;1;1,11
955;2;6;4;3;1;6;17;2;1;1;1;1;6;3;3;2;7;1;1;5;2;2,01
956;2;1;1;1;2;5;5;5;5;3;5;5;9;5;3;1;1;;3;1;4;0,47
957;1;3;3;4;1;4;11;6;1;1;2;4;8;2;4;1;2;2;2;3;3;2,65
958;2;5;1;2;1;5;17;4;1;1;1;3;7;1;3;2;7;1;1;4;2;0,58
959;2;2;1;1;1;5;12;6;2;1;2;2;7;1;3;1;3;2;2;2;2;1,97
960;2;1;1;2;1;4;14;5;1;3;2;3;7;1;3;2;5;;2;1;2;1,4
961;2;5;1;2;1;3;5;5;1;3;5;5;10;1;4;1;1;;2;3;;0,97
962;2;2;4;2;1;4;16;7;1;1;3;3;10;3;3;2;6;;1;2;;1,06
963;1;2;3;3;2;6;10;4;1;1;1;2;6;2;2;1;2;2;3;2;2;0,29
964;1;2;5;6;2;6;10;4;1;1;2;3;6;4;2;1;2;1;3;2;2;0,19
965;1;3;1;4;1;2;10;5;1;1;2;2;7;3;3;1;2;2;2;2;2;0,97
966;2;4;4;3;1;6;16;2;1;1;4;4;3;3;3;2;6;;2;3;1;1,35
967;1;1;2;3;1;3;7;3;1;2;2;3;6;2;3;1;2;2;2;1;2;0,3
968;2;3;2;3;2;2;8;6;1;3;5;5;6;2;3;1;2;2;3;3;2;0,65
969;2;6;1;1;1;5;17;6;1;2;4;4;8;1;2;2;7;2;1;4;3;2,39
970;1;3;2;5;1;5;10;3;1;1;1;1;3;4;3;1;2;2;2;2;1;0,6
971;2;1;1;2;1;2;9;3;1;2;2;4;3;1;3;1;2;2;2;1;1;0,29
972;2;4;1;1;2;6;3;1;1;3;4;4;7;1;2;1;1;;3;3;2;0,39
973;1;1;3;2;1;4;14;1;1;1;4;4;4;1;4;2;5;;2;1;1;2,91
974;1;1;4;4;1;4;20;6;1;1;5;3;6;3;4;2;4;;2;2;2;1,9
975;1;1;5;6;1;1;14;6;1;2;2;4;6;4;2;2;5;;2;1;2;2,13
976;1;4;4;4;1;5;10;4;1;1;2;3;5;2;3;1;2;2;2;3;2;0,71
977;2;2;3;3;1;5;10;7;1;2;3;4;5;5;2;1;2;1;1;2;2;0,92
978;2;6;1;1;2;6;20;4;1;2;4;4;7;1;3;2;4;;3;4;2;0,21
979;2;6;4;2;1;6;17;4;1;1;5;3;3;3;3;2;7;2;2;4;1;0,53
980;2;1;5;6;1;4;10;6;1;1;3;4;6;4;2;1;2;2;2;1;2;1,8
981;2;3;1;6;2;2;10;7;1;3;5;4;5;3;3;1;2;2;3;3;2;0,77
982;2;3;2;5;1;7;10;6;1;3;2;3;7;3;4;1;2;2;2;3;2;1,96
983;2;5;1;2;1;5;10;6;1;1;3;3;5;1;2;1;2;2;1;4;2;2,34
984;2;1;4;2;1;2;13;7;4;3;5;5;10;1;3;1;1;;2;1;;0,27
985;1;1;5;2;1;1;14;5;1;2;4;4;7;5;2;2;5;;2;1;2;0,56
986;1;4;1;4;2;5;10;4;1;1;2;2;3;3;2;1;2;2;3;3;1;0,14
987;1;1;3;2;2;6;3;4;1;1;3;4;4;1;2;1;1;;3;1;1;0,44
988;2;3;1;6;2;5;7;5;1;1;2;5;7;4;2;1;2;1;3;2;2;0,32
989;1;4;3;6;1;2;9;4;1;1;2;2;4;3;2;1;2;2;2;3;1;0,79
990;1;1;2;3;1;4;14;4;1;2;3;2;8;3;2;2;5;;2;1;3;0,38
991;2;2;4;1;2;1;15;7;1;1;1;2;8;1;2;2;4;;3;2;3;0,25
992;2;1;4;2;1;4;14;5;1;1;2;2;7;3;1;2;5;;2;1;2;1,33
993;2;1;1;6;2;9;10;6;1;1;2;3;7;4;3;1;2;2;3;1;2;0,12
994;1;4;2;3;1;3;6;4;1;2;1;4;2;5;2;1;2;2;1;3;1;0,54
995;1;2;1;2;2;8;11;2;1;1;3;4;7;1;3;1;2;1;3;2;2;0,48
996;1;6;3;4;2;9;5;6;1;2;3;3;8;3;3;1;1;;3;4;3;0,91
997;1;6;1;1;1;5;17;6;1;2;4;4;8;1;2;2;7;2;1;5;3;2,84
998;1;2;2;4;2;5;10;1;1;2;3;3;6;3;2;1;2;1;3;2;2;0,42
999;2;2;3;4;1;5;16;6;2;3;5;5;9;3;4;2;6;;2;2;4;1,59
1000;2;1;1;3;1;4;3;7;1;3;4;3;6;3;4;1;1;;1;1;2;1,4
1001;1;2;2;3;2;9;1;6;1;2;4;4;7;2;1;1;1;;3;2;2;0,73
1002;1;6;3;3;1;6;17;4;1;1;1;1;7;2;3;2;7;2;2;4;2;0,71
1003;2;3;3;6;1;5;10;2;1;1;1;3;7;4;3;1;2;1;2;3;2;1,23
1004;1;1;1;2;1;4;12;1;1;3;4;4;7;1;4;1;3;2;2;1;2;0,55
1005;2;6;3;6;2;5;16;4;1;1;2;4;5;4;2;2;6;;3;4;2;0,24
1006;1;2;2;1;2;4;14;2;1;2;4;4;8;1;2;2;5;;3;2;3;0,19
1007;2;5;4;3;1;5;10;4;1;1;2;2;3;3;3;1;2;1;2;4;1;1,26
1008;1;1;3;4;1;1;1;6;1;1;2;4;6;3;2;1;1;;2;1;2;2,91
1009;2;2;1;6;2;7;10;5;1;1;2;3;7;4;2;1;2;2;3;2;2;0,11
1010;2;2;5;4;1;5;11;2;1;1;1;2;5;3;2;1;2;2;2;2;2;0,75
1011;1;5;4;4;1;5;1;1;1;2;3;3;6;3;2;1;1;;2;4;2;1,08
1012;2;4;5;2;2;4;9;4;1;1;4;4;5;5;2;1;2;1;3;3;2;0,14
1013;1;5;1;3;2;6;17;4;1;2;2;3;8;2;2;2;7;2;3;4;3;0,32
1014;1;1;2;3;1;1;10;4;1;3;2;2;8;2;2;1;2;2;2;2;3;0,3
1015;2;3;1;3;2;5;11;6;1;1;5;4;9;3;3;1;2;1;3;2;4;0,77
1016;1;4;2;3;1;5;10;2;1;1;2;4;3;3;3;1;2;1;2;3;1;2,67
1017;1;1;4;3;1;4;14;6;1;2;3;4;8;2;2;2;5;;2;1;3;0,31
1018;2;1;4;2;1;7;5;7;1;2;2;5;9;3;2;1;1;;1;2;4;1,33
1019;2;1;2;3;1;4;14;6;1;1;1;1;7;3;1;2;5;;2;1;2;1,42
1020;2;2;2;4;2;4;11;7;1;1;1;3;7;3;4;1;2;2;3;2;2;1,52
1021;1;1;2;2;1;4;14;2;1;1;2;2;3;3;2;2;5;;2;1;1;1,47
1022;1;3;2;4;1;4;7;2;1;2;2;3;3;3;3;1;2;2;2;3;1;1,22
1023;2;5;3;6;2;7;9;2;1;1;4;4;7;3;2;1;2;2;3;4;2;0,6
1024;1;2;4;4;1;4;18;4;1;1;1;3;6;5;4;2;4;2;2;2;2;0,68
1025;1;5;4;5;2;5;11;5;1;1;1;1;5;4;2;1;2;1;3;4;2;0,27
1026;2;2;4;3;2;6;7;7;1;1;5;5;6;5;2;1;2;2;3;2;2;0,61
1027;1;6;2;5;1;5;17;4;1;1;4;4;7;3;2;2;7;2;2;4;2;0,82
1028;2;2;3;4;1;6;9;2;1;1;1;4;7;2;2;1;2;2;1;2;2;0,92
1029;1;5;4;5;1;5;1;4;1;1;1;1;3;4;2;1;1;;2;4;1;0,77
1030;1;2;1;2;1;6;10;7;1;1;4;4;4;3;2;1;2;2;2;2;1;2,47
1031;2;3;5;3;1;5;16;7;1;3;5;5;5;2;3;2;6;;1;3;2;0,67
1032;1;2;4;3;2;4;1;6;1;2;3;3;3;3;2;1;1;;3;2;1;0,23
1033;1;3;2;3;2;3;5;3;1;2;1;2;4;2;2;1;1;;3;2;1;0,33
1034;2;5;2;5;1;6;4;3;3;1;1;2;10;3;5;1;1;;2;4;;0,62
1035;2;5;2;3;1;5;12;6;1;1;4;4;7;3;2;1;3;2;1;4;2;2,51
1036;1;2;3;1;2;6;1;4;1;2;1;3;8;1;2;1;1;;3;2;3;0,3
1037;2;4;1;1;1;5;11;6;1;1;4;4;7;1;2;1;2;1;2;3;2;0,5
1038;2;2;4;3;2;6;10;1;1;1;2;3;6;3;3;1;2;2;3;2;2;0,35
1039;2;3;5;6;1;7;5;7;1;1;1;2;6;4;3;1;1;;2;3;2;0,87
1040;2;6;3;4;1;5;16;4;1;3;1;5;5;5;2;2;6;;2;5;2;0,71
1041;1;6;4;4;1;6;17;6;1;2;4;4;5;3;3;2;7;2;1;5;2;0,72
1042;2;6;4;4;1;6;17;6;1;1;1;1;5;3;3;2;7;2;1;4;2;2,01
1043;1;2;4;6;2;4;10;4;1;1;2;3;1;4;2;1;2;2;3;2;1;0,24
