ID;Q003;Q004;Q005;Q006;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q018;Q019;Q020;Q021;Q022;Q023;Q024;peso
957;1;5;5;1;1;6;9;5;1;1;2;7;3;2;1;2;2;1;4;2;1,04
958;2;2;3;5;2;5;11;2;1;1;2;4;4;2;1;2;2;3;2;1;0,85
959;2;1;1;1;1;4;5;7;1;3;5;7;1;3;1;1;;1;1;2;1,47
960;2;6;5;6;1;3;16;1;1;1;4;4;4;2;2;6;;1;5;1;1,3
961;2;2;1;3;1;5;12;6;1;1;5;8;3;5;1;3;2;2;2;3;2,79
962;1;6;3;3;1;6;17;4;1;1;1;7;2;3;2;7;2;2;4;2;0,89
963;2;1;2;6;1;4;14;6;1;1;2;7;3;2;2;5;;2;1;2;1,92
964;1;6;5;6;1;9;15;5;1;1;5;6;4;4;2;4;;1;1;2;0,64
965;2;5;4;5;1;5;10;4;1;2;2;3;3;3;1;2;1;2;4;1;1,35
966;2;3;2;3;2;3;8;3;1;2;2;4;2;2;1;2;2;3;3;1;0,42
967;2;5;4;5;2;5;7;4;1;1;2;3;4;2;1;2;1;3;3;1;0,21
968;1;3;2;5;2;6;10;4;1;1;2;8;4;2;1;2;1;3;2;3;0,34
969;2;1;1;6;1;4;14;4;1;1;1;8;3;4;2;5;;1;1;3;0,35
970;2;6;2;3;2;9;5;2;1;3;2;6;3;3;1;1;;3;4;2;0,37
971;1;2;5;3;1;4;6;3;1;2;2;7;2;5;1;2;1;1;2;2;0,61
972;1;4;1;4;2;2;10;3;1;1;2;6;3;2;1;2;2;3;3;2;0,45
973;1;2;5;6;1;5;14;4;1;1;1;7;4;2;2;5;;2;2;2;0,84
974;1;2;4;6;1;4;6;4;1;1;1;6;3;2;1;2;1;2;2;2;0,69
975;1;1;2;3;1;4;18;5;1;1;2;8;2;4;2;4;2;2;1;3;4,81
976;2;6;5;3;1;6;16;2;1;1;1;7;3;3;2;6;;1;4;2;1,41
977;1;2;1;3;2;1;8;6;1;2;4;8;5;2;1;2;1;3;2;3;1,35
978;2;3;2;3;1;3;7;3;1;1;3;6;3;3;1;2;2;2;2;2;0,4
979;2;2;1;4;2;5;8;4;1;1;5;5;2;2;1;2;1;3;2;2;0,23
980;2;1;1;1;1;4;14;5;1;2;3;8;1;2;2;5;;2;1;3;0,35
981;1;3;1;2;1;2;10;2;1;1;4;5;5;3;1;2;2;2;2;2;1,74
982;2;3;3;4;1;5;10;7;1;1;5;7;5;4;1;2;2;2;2;2;1,88
983;2;1;3;6;1;4;14;5;1;1;1;5;4;2;2;5;;2;5;2;0,37
984;1;2;2;2;2;1;7;2;1;1;1;8;1;2;1;2;1;3;2;3;0,91
985;1;1;3;4;2;9;14;6;1;1;5;5;3;2;2;5;;3;1;2;0,73
986;1;1;1;4;2;4;10;3;1;2;1;5;3;2;1;2;2;3;2;2;1,03
987;1;1;3;3;1;9;12;4;1;2;3;4;2;3;1;3;1;1;1;1;0,35
988;1;1;5;3;1;10;21;7;1;1;2;6;2;2;;;;1;1;2;0,98
989;2;1;2;3;1;4;8;3;1;1;2;4;5;3;1;2;2;1;1;1;0,3
990;1;3;5;2;1;10;12;6;1;1;2;3;5;3;1;3;2;1;2;1;0,85
991;1;3;1;1;1;9;18;6;1;1;2;6;3;5;2;4;2;2;3;2;0,78
992;2;1;5;1;1;4;14;5;1;1;2;4;1;2;2;5;;2;1;1;3,32
993;2;5;2;5;1;6;4;3;3;1;1;9;3;4;1;1;;2;4;4;0,69
994;2;4;4;5;1;5;16;5;1;1;1;7;3;2;2;6;;2;3;2;2,23
995;1;4;2;6;1;6;10;5;1;1;4;8;3;2;1;2;2;1;3;3;0,52
996;1;1;3;6;1;4;14;5;1;1;1;6;3;1;2;5;;2;1;2;0,5
997;2;6;5;6;1;6;16;3;1;1;2;5;4;2;2;6;;2;4;2;0,63
998;2;6;4;5;1;5;1;3;1;1;5;6;4;2;1;1;;2;4;2;2,29
999;1;2;2;5;2;6;10;3;1;2;1;6;3;3;1;2;2;3;2;2;0,28
1000;2;6;1;2;1;3;17;3;1;1;2;4;3;2;2;7;2;1;5;1;0,66
1001;1;1;4;3;1;5;14;5;1;1;5;7;3;2;2;5;;2;1;2;3,55
1002;1;1;3;4;2;7;4;5;1;1;1;9;5;2;1;1;;3;2;4;0,11
1003;1;6;1;6;1;5;17;4;1;1;3;7;3;2;2;7;2;2;5;2;0,75
1004;2;3;3;2;1;7;13;6;1;1;5;6;1;3;1;1;;2;3;2;1,88
1005;2;1;2;5;1;4;6;5;1;1;2;8;3;3;1;2;1;1;1;3;0,43
1006;2;2;3;2;1;4;11;7;1;1;5;3;5;2;1;2;2;2;2;1;2,46
1007;2;2;5;3;1;5;12;6;1;1;5;4;3;4;1;3;2;1;2;1;2,14
1008;1;6;4;2;1;6;10;4;1;1;2;6;3;2;1;2;1;2;4;2;1,09
1009;2;1;2;6;1;9;14;5;1;1;2;8;4;2;2;5;;2;1;3;0,3
1010;2;2;2;3;2;5;10;2;1;2;2;7;2;2;1;2;2;3;2;2;0,17
1011;2;2;3;2;1;4;16;7;1;1;2;9;1;3;2;6;;2;2;4;2,46
1012;1;4;2;3;1;2;8;4;1;1;3;4;2;2;1;2;1;1;3;1;0,51
1013;2;2;1;6;2;1;9;5;1;1;1;8;4;2;1;2;2;3;2;3;0,45
1014;2;2;2;3;1;4;4;4;1;1;3;4;2;3;1;1;;2;2;1;0,33
1015;1;2;2;2;1;3;9;2;1;1;3;6;5;3;1;2;2;1;2;2;1,16
1016;2;2;4;4;1;5;10;5;1;1;2;3;3;2;1;2;1;1;2;1;1,67
1017;1;6;4;5;1;5;17;5;1;1;1;6;4;2;2;7;2;2;4;2;1,09
1018;1;1;4;4;2;4;14;4;1;2;1;8;3;2;2;5;;3;2;3;0,19
1019;1;1;2;3;1;4;14;6;3;1;2;7;3;2;2;5;;1;1;2;4,81
1020;2;5;5;2;1;5;16;2;1;1;1;6;1;4;2;6;;1;4;2;0,78
1021;2;3;1;5;1;6;10;5;1;1;1;7;4;2;1;2;2;2;3;2;2,64
1022;1;1;3;4;1;2;8;5;1;1;2;7;2;2;1;2;1;2;1;2;2,1
1023;1;4;3;6;1;5;10;6;1;1;5;10;4;4;1;2;2;2;3;;2,99
1024;1;3;4;5;2;4;5;5;1;2;3;8;3;2;1;1;;3;3;3;0,25
1025;2;3;4;4;1;5;10;6;1;1;2;5;3;2;1;2;2;2;2;2;3,79
1026;1;1;1;4;1;4;14;2;1;2;3;5;2;2;2;5;;2;1;2;1,39
1027;2;1;3;5;2;4;14;7;1;3;5;7;3;3;2;5;;3;2;2;0,54
1028;2;2;3;3;2;8;14;6;1;1;2;6;2;2;2;5;;3;2;2;0,19
1029;1;4;2;3;1;2;10;5;1;3;1;5;2;3;1;2;2;2;3;2;0,55
1030;1;2;1;4;2;4;10;3;1;1;2;6;2;2;1;2;2;3;2;2;0,69
1031;2;3;3;6;2;6;10;5;1;2;2;8;4;2;1;2;2;3;2;3;0,11
1032;2;5;3;6;2;5;10;3;1;1;1;9;3;4;1;2;1;3;4;4;0,22
1033;2;3;1;1;1;5;11;1;1;1;5;3;3;3;1;2;1;2;3;1;1,34
1034;2;5;1;2;1;6;17;2;1;1;4;5;3;2;2;7;2;1;4;2;1,37
1035;1;5;3;6;2;5;5;4;1;1;2;6;4;4;1;1;;3;4;2;0,24
1036;2;4;2;4;1;4;7;2;1;2;2;4;2;3;1;2;2;2;3;1;0,32
1037;2;4;1;1;2;10;7;5;1;3;1;8;1;2;1;2;1;3;3;3;0,22
1038;1;2;5;6;2;4;10;4;1;3;2;7;3;2;1;2;2;3;2;2;0,31
1039;1;2;4;3;2;4;5;4;1;1;4;7;5;2;1;1;;3;2;2;0,37
1040;1;6;2;2;1;5;17;2;1;1;4;7;1;3;2;7;1;2;4;2;1,79
1041;1;1;5;2;1;8;14;6;1;1;5;6;3;2;2;5;;2;1;2;0,47
1042;2;3;1;4;1;5;11;6;1;1;1;7;2;2;1;2;2;1;3;2;2,64
1043;1;1;4;4;1;4;14;4;1;1;1;5;3;2;2;5;;1;1;2;0,8
1044;2;1;4;1;1;4;20;7;1;3;3;10;5;3;2;4;;2;1;;1,97
1045;1;3;3;3;1;6;12;4;1;1;2;8;3;4;1;3;2;2;2;3;1,92
1046;1;2;3;6;1;5;2;6;1;1;3;7;3;3;1;1;;2;2;2;3,01
1047;2;3;1;1;1;5;16;3;1;2;2;7;1;2;2;6;;2;2;2;1,34
1048;1;2;2;6;2;1;10;5;1;1;2;8;3;2;1;2;2;3;2;3;0,43
1049;2;3;3;1;1;5;10;1;1;3;2;7;1;3;1;2;2;2;3;2;0,95
1050;2;4;5;5;1;5;18;7;1;1;2;1;4;3;2;4;2;1;3;1;1,83
1051;1;2;3;2;1;4;18;1;1;1;2;7;3;3;2;4;2;2;2;2;1,53
1052;1;1;4;3;1;7;14;4;3;1;5;6;5;2;2;5;;2;1;2;0,85
1053;2;5;3;6;1;6;16;4;1;2;3;4;4;3;2;6;;1;4;1;2,8
1054;1;1;5;4;1;4;14;7;1;3;1;7;3;3;2;5;;2;1;2;2,09
1055;2;4;2;2;1;2;10;2;1;1;1;7;1;2;1;2;2;2;3;2;1
1056;2;3;1;1;1;4;20;1;1;1;2;5;1;5;2;4;;1;3;2;1,34
1057;1;3;3;6;1;2;15;5;1;1;1;5;4;2;2;4;;2;2;2;1,32
1058;2;1;1;6;2;6;14;4;1;1;2;6;4;3;2;5;;3;1;2;0,26
1059;2;1;2;4;1;1;20;5;3;1;2;8;2;2;2;4;;2;1;3;0,46
1060;1;4;1;3;1;5;10;3;1;1;2;5;2;2;1;2;2;2;3;2;0,62
1061;1;6;1;3;1;5;17;3;1;2;2;3;2;2;2;7;2;1;4;1;1,59
1062;2;2;1;1;2;4;10;7;1;1;2;7;1;3;1;2;1;3;2;2;0,97
1063;1;2;4;3;2;1;10;4;1;1;5;7;2;2;1;2;1;3;2;2;0,24
1064;2;1;5;6;1;4;14;6;3;1;5;8;3;3;2;5;;2;1;3;0,79
1065;1;2;5;5;2;6;10;5;1;2;3;8;4;2;1;2;2;3;2;3;0,21
1066;2;5;2;3;1;6;16;4;1;3;5;3;2;2;2;6;;2;4;1;0,73
1067;2;4;3;4;1;5;12;6;1;1;5;6;3;4;1;3;2;1;3;2;3
1068;1;1;1;1;2;4;14;4;3;3;2;9;1;2;2;5;;3;1;4;0,16
1069;2;2;4;2;2;4;10;7;1;1;2;5;1;2;1;2;2;3;2;2;1,14
1070;1;3;3;6;2;6;9;3;1;1;3;4;3;3;1;2;2;3;2;1;0,43
1071;2;1;4;4;1;9;18;4;3;1;2;3;3;2;2;4;1;1;5;1;0,45
1072;1;2;4;2;1;4;18;6;1;1;2;7;3;2;2;4;2;1;2;2;0,99
1073;1;4;2;1;1;4;13;7;1;1;2;10;1;3;1;1;;1;3;;2,3
1074;2;1;5;4;1;1;14;4;1;1;2;6;2;3;2;5;;1;1;2;0,54
1075;1;3;4;3;2;6;11;1;1;1;1;1;3;1;1;2;1;3;2;1;0,54
1076;2;6;4;4;1;3;17;4;1;2;2;3;3;2;2;7;2;1;5;1;0,54
1077;1;4;5;6;2;5;9;2;1;1;4;6;4;2;1;2;1;3;3;2;0,53
1078;2;1;1;4;1;4;14;6;2;1;2;8;3;4;2;5;;2;1;3;1,47
1079;1;3;4;5;1;6;10;6;1;3;2;4;3;4;1;2;2;2;3;1;0,69
1080;2;2;2;1;2;4;7;4;1;3;4;4;1;3;1;2;2;3;2;1;0,12
1081;2;1;1;6;1;4;14;7;1;2;5;4;3;2;2;5;;2;1;1;1,47
1082;2;2;2;3;1;1;11;1;1;3;2;7;3;3;1;2;1;2;2;2;1,03
1083;2;6;3;6;1;5;17;5;1;1;1;7;3;2;2;7;2;2;4;2;0,69
1084;2;6;3;6;1;5;17;7;1;1;3;6;4;2;2;7;2;2;4;2;2,9
1085;2;1;3;2;1;4;14;5;1;1;1;6;1;2;2;5;;2;1;2;0,37
1086;1;2;1;3;1;1;18;6;1;2;2;8;5;3;2;4;2;2;2;3;3,9
1087;2;4;2;1;1;7;16;2;1;1;5;6;1;3;2;6;;2;3;2;1,97
1088;2;1;1;3;1;4;14;5;1;1;2;7;3;2;2;5;;2;1;2;0,33
1089;2;3;4;2;1;6;10;5;1;1;5;5;5;4;1;2;2;2;2;2;3,79
1090;2;2;3;4;1;4;7;4;1;3;2;4;5;2;1;2;2;2;2;1;0,38
1091;1;3;2;5;1;2;5;2;1;1;4;7;4;2;1;1;;2;2;2;2,06
1092;1;4;2;2;1;6;18;6;1;1;1;7;1;5;2;4;2;2;3;2;2,3
1093;1;1;1;4;1;4;14;4;1;1;3;5;3;2;2;5;;2;1;2;0,46
1094;1;1;3;3;1;4;14;3;1;1;2;8;3;2;2;5;;2;1;3;0,48
1095;1;1;4;3;1;4;14;4;1;2;3;8;5;2;2;5;;2;1;3;0,55
1096;1;3;1;6;1;9;18;6;1;1;5;7;4;2;2;4;1;2;3;2;1,74
1097;1;3;1;3;2;2;10;6;1;2;2;6;2;2;1;2;2;3;2;2;0,27
1098;2;1;1;3;1;4;14;7;1;3;5;7;3;2;2;5;;2;1;2;1,47
1099;1;1;3;5;2;5;14;7;1;1;5;5;4;2;2;5;;3;1;2;0,73
1100;2;4;1;3;1;5;10;1;1;1;4;6;3;2;1;2;2;1;3;2;1,32
1101;2;4;5;4;1;5;18;5;1;1;1;5;3;2;2;4;1;2;3;2;0,72
1102;2;1;2;5;2;9;14;6;2;1;3;6;4;3;2;5;;3;2;2;0,67
1103;1;1;3;6;1;4;14;3;1;2;3;8;4;1;2;5;;2;1;3;0,33
1104;1;6;2;6;2;6;17;4;1;1;1;6;4;2;2;7;2;3;4;2;0,19
1105;1;5;4;4;1;5;12;3;1;1;3;3;2;1;1;3;2;2;4;1;1,34
1106;1;6;4;3;1;6;17;3;1;3;2;2;2;2;2;7;2;1;4;1;0,71
1107;2;2;2;1;2;4;18;2;1;1;2;7;1;5;2;4;2;3;2;2;0,36
1108;1;2;3;5;2;5;10;4;1;1;2;4;4;2;1;2;1;3;2;1;0,24
1109;1;1;3;6;1;4;10;5;1;1;2;8;3;2;1;2;2;2;1;3;2,1
1110;1;2;5;2;2;1;1;4;1;1;2;7;1;3;1;1;;3;2;2;0,29
1111;1;4;2;4;1;5;10;1;1;1;1;6;5;4;1;2;1;1;3;2;1,17
1112;2;2;4;4;1;6;18;1;1;1;2;5;2;3;2;4;2;1;2;2;0,75
1113;1;1;5;1;1;9;21;4;1;1;5;5;1;3;;;;2;2;2;0,98
1114;2;5;1;2;1;5;16;2;1;1;2;3;3;3;2;6;;2;4;1;1,48
1115;2;5;2;5;1;3;10;4;1;2;1;5;3;3;1;2;1;2;4;2;0,5
1116;1;2;3;6;2;1;18;6;1;1;1;9;3;3;2;4;2;3;2;4;1,04
1117;2;4;2;3;1;6;18;5;2;1;2;6;3;3;2;4;2;2;3;2;1,97
1118;2;6;4;6;1;5;16;1;1;1;2;1;4;3;2;6;;1;4;1;1,16
1119;2;1;2;3;1;4;14;2;1;1;2;4;3;3;2;5;;1;1;1;0,97
1120;2;2;5;6;2;4;8;5;1;1;1;3;4;3;1;2;2;3;2;1;0,11
1121;2;3;4;3;2;7;15;6;1;3;5;3;5;3;2;4;;3;3;1;1,31
1122;1;1;1;1;1;4;14;1;1;1;2;4;1;3;2;5;;2;1;1;1,18
1123;2;6;1;6;1;6;17;3;1;2;2;6;4;2;2;7;2;1;4;2;2,75
1124;2;1;4;1;1;4;14;7;1;3;5;8;1;2;2;5;;2;1;3;1,97
1125;2;2;5;3;1;8;14;4;1;1;1;3;3;3;2;5;;2;2;1;0,48
1126;2;1;1;6;1;1;14;5;2;1;2;8;4;2;2;5;;2;1;3;0,23
1127;2;3;5;4;2;5;10;4;1;1;2;4;3;2;1;2;2;3;3;1;0,24
1128;1;5;1;4;2;5;20;6;1;1;2;7;5;3;2;4;;3;3;2;0,23
1129;2;1;2;5;2;6;10;4;1;1;5;7;4;2;1;2;2;3;2;2;0,67
1130;2;1;4;4;1;4;14;4;1;2;2;5;3;3;2;5;;2;1;2;0,47
1131;1;6;3;3;2;6;17;4;1;1;1;7;3;2;2;7;1;3;4;2;0,2
1132;1;5;2;1;1;6;1;2;1;2;3;6;1;3;1;1;;2;4;2;2,32
1133;2;4;3;6;2;10;9;2;1;1;3;6;4;2;1;2;2;3;3;2;0,17
1134;1;5;1;4;1;5;9;4;1;2;1;6;3;2;1;2;1;2;4;2;0,7
1135;1;5;4;4;2;5;11;5;1;1;2;3;3;3;1;2;2;3;3;1;0,18
1136;1;4;4;1;1;2;3;4;1;1;2;3;1;3;1;1;;2;3;1;0,59
1137;1;5;2;5;2;6;10;2;1;1;3;7;4;2;1;2;2;3;4;2;0,8
1138;1;6;3;3;1;3;17;5;1;1;1;8;2;3;2;7;1;2;4;3;0,89
1139;1;3;2;5;2;2;11;5;1;3;5;8;3;2;1;2;2;3;3;3;0,36
1140;1;5;3;4;1;5;10;4;1;2;3;5;3;2;1;2;2;1;4;2;0,7
1141;2;4;3;4;2;5;10;2;1;1;2;3;3;4;1;2;2;3;3;1;0,53
1142;1;4;1;1;1;2;10;4;1;2;1;6;1;2;1;2;2;1;3;2;0,4
1143;1;5;2;5;1;6;10;2;1;2;2;7;3;4;1;2;1;1;4;2;1,81
1144;1;4;5;5;1;5;10;6;1;3;5;7;4;3;1;2;1;1;3;2;0,87
1145;1;3;4;3;2;10;10;1;1;1;5;6;2;3;1;2;2;3;2;2;0,54
1146;1;4;1;3;1;5;18;2;1;2;4;7;2;5;2;4;2;1;3;2;1,31
1147;1;6;3;6;2;5;17;4;1;1;4;3;3;2;2;7;1;3;5;1;0,31
1148;2;6;3;5;1;6;17;4;1;3;5;3;3;2;2;7;2;1;4;1;1,47
1149;2;5;3;3;1;5;10;4;1;2;3;6;2;3;1;2;2;2;4;2;0,67
1150;1;6;2;6;1;3;17;5;1;3;2;7;3;2;2;7;1;1;5;2;3,53
1151;1;5;4;4;1;5;10;4;1;3;2;7;3;3;1;2;2;2;4;2;0,8
1152;2;6;1;4;2;5;17;4;1;2;3;6;3;2;2;7;1;3;4;2;0,23
1153;1;6;1;2;1;6;17;2;1;2;4;7;1;4;2;7;2;2;4;2;1,59
1154;1;5;5;4;2;5;7;4;1;1;1;3;3;3;1;2;1;3;3;1;0,38
1155;1;6;1;2;1;3;17;6;1;1;4;7;3;2;2;7;2;2;5;2;1,59
1156;1;5;1;2;1;6;1;3;1;2;3;3;1;2;1;1;;2;4;1;0,7
1157;1;6;3;4;1;5;17;4;1;1;2;7;3;3;2;7;2;2;4;2;0,89
1158;1;5;5;6;2;5;10;6;1;1;2;3;4;4;1;2;2;3;4;1;0,26
1159;1;6;4;6;1;6;17;5;1;3;3;4;4;3;2;7;1;2;4;1;1,04
1160;1;6;2;5;2;5;17;6;1;2;3;6;3;2;2;7;1;3;4;2;1,23
1161;1;4;1;2;1;6;9;5;1;2;4;6;3;2;1;2;2;2;3;2;2,59
1162;1;4;3;3;1;5;9;3;1;1;2;3;5;3;1;2;2;2;3;1;0,68
1163;1;6;1;3;1;6;17;5;1;1;1;8;2;2;2;7;2;1;4;3;0,75
1164;1;6;3;6;1;6;17;4;1;1;2;3;4;2;2;7;2;2;4;1;0,89
1165;1;4;1;4;2;5;9;3;1;3;5;6;3;2;1;2;2;3;3;2;0,21
1166;1;6;1;6;1;6;17;4;1;1;1;7;4;2;2;7;2;1;5;2;0,75
1167;1;5;3;4;1;6;17;2;1;2;3;3;3;2;2;7;1;1;5;1;1,5
1168;1;6;5;4;1;6;17;2;1;2;3;3;5;3;2;7;1;1;4;1;1,43
1169;2;6;2;4;1;6;17;4;1;1;4;3;5;3;2;7;1;2;5;1;0,5
1170;1;6;3;4;2;5;17;5;1;3;1;8;5;2;2;7;1;3;4;3;0,29
1171;1;6;1;5;2;6;17;4;1;2;5;6;4;2;2;7;2;3;5;2;0,26
1172;1;6;3;4;1;5;17;4;1;2;2;4;5;2;2;7;1;2;4;1;0,89
1173;1;6;1;2;2;6;17;4;1;2;3;5;1;2;2;7;1;3;4;2;0,17
1174;1;5;4;4;2;5;9;4;1;1;2;3;3;3;1;2;2;3;4;1;0,28
1175;1;5;1;3;1;5;4;3;1;1;2;3;3;2;1;1;;2;4;1;1,38
1176;1;5;4;1;1;5;9;7;1;2;1;8;1;3;1;2;2;2;4;3;0,8
1177;1;4;3;3;2;7;6;2;1;1;4;8;2;3;1;2;2;3;3;3;0,41
1178;1;6;1;6;1;6;17;4;1;1;2;4;3;2;2;7;2;2;4;1;0,75
1179;1;4;4;3;1;2;10;4;1;1;5;7;2;2;1;2;2;2;3;2;0,59
1180;1;3;1;2;2;4;5;7;1;2;4;3;1;2;1;1;;3;3;1;0,6
1181;1;5;2;1;1;5;10;5;1;1;2;4;1;3;1;2;2;2;4;1;0,71
1182;1;6;2;3;1;6;1;3;1;2;4;7;2;2;1;1;;2;4;2;0,8
1183;1;6;2;3;1;6;17;4;1;2;1;5;2;2;2;7;2;2;5;2;0,84
1184;1;5;1;4;1;6;9;6;1;2;1;6;3;2;1;2;2;2;4;2;0,67
1185;1;6;1;3;2;6;17;6;1;1;4;7;3;2;2;7;1;3;4;2;1,09
1186;2;4;3;1;2;6;9;4;1;1;2;6;1;2;1;2;2;3;3;2;0,25
1187;2;2;1;3;1;5;10;4;1;2;;;;;;;;;;;2,79
1188;1;6;2;1;1;5;17;4;1;1;2;6;1;3;2;7;2;2;5;2;0,84
1189;2;3;1;6;1;5;20;1;1;;;;;;;;;;;;1,34
1190;1;6;1;3;1;6;20;4;1;3;;;;;;;;;;;0,75
1191;2;4;1;6;2;5;6;4;1;2;3;;;;;;;;;;0,22
1192;2;2;5;3;1;5;16;7;1;1;5;;;;;;;;;;2,14
1193;1;2;1;5;2;6;9;4;1;2;2;;;;;;;;;;0,32
1194;1;6;3;3;2;5;20;2;1;1;2;;;;;;;;;;1,3